2026-01-15 16:57:39,616 | INFO | MainThread | job start | cats=1 | months=13 | workers=8
2026-01-15 16:57:40,507 | ERROR | ThreadPoolExecutor-0_0 | cat_id=MLM1747 failed
Traceback (most recent call last):
  File "D:\gg_xm\Q\底层类目清洗\插入plus.py", line 104, in process_one_cat
    result = visual_plus_col.bulk_write(bulk, ordered=False)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\cc\anaconda3\envs\c_312\Lib\site-packages\pymongo\_csot.py", line 125, in csot_wrapper
    return func(self, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\cc\anaconda3\envs\c_312\Lib\site-packages\pymongo\synchronous\collection.py", line 791, in bulk_write
    bulk_api_result = blk.execute(write_concern, session, _Op.INSERT)
                      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\cc\anaconda3\envs\c_312\Lib\site-packages\pymongo\synchronous\bulk.py", line 751, in execute
    return self.execute_command(generator, write_concern, session, operation)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\cc\anaconda3\envs\c_312\Lib\site-packages\pymongo\synchronous\bulk.py", line 614, in execute_command
    _raise_bulk_write_error(full_result)
  File "C:\Users\cc\anaconda3\envs\c_312\Lib\site-packages\pymongo\bulk_shared.py", line 131, in _raise_bulk_write_error
    raise BulkWriteError(full_result)
pymongo.errors.BulkWriteError: batch op errors occurred, full error: {'writeErrors': [{'index': 0, 'code': 28, 'errmsg': "Cannot create field '202411' in element {ad_click_rate: 0.003046}", 'op': {'q': {'cat_id': 'MLM1747'}, 'u': {'$set': {'ad_click_rate.202411': 0, 'avg_cpc_usd.202411': 0, 'avg_ad_cost_ratio.202411': 0, 'avg_refund_rate.202411': 0}}, 'multi': False, 'upsert': False}}, {'index': 1, 'code': 28, 'errmsg': "Cannot create field '202412' in element {ad_click_rate: 0.003046}", 'op': {'q': {'cat_id': 'MLM1747'}, 'u': {'$set': {'ad_click_rate.202412': 0.002564, 'avg_cpc_usd.202412': 0.115147, 'avg_ad_cost_ratio.202412': 0.097703, 'avg_refund_rate.202412': 0.016769}}, 'multi': False, 'upsert': False}}, {'index': 2, 'code': 28, 'errmsg': "Cannot create field '202501' in element {ad_click_rate: 0.003046}", 'op': {'q': {'cat_id': 'MLM1747'}, 'u': {'$set': {'ad_click_rate.202501': 0.002691, 'avg_cpc_usd.202501': 0.116912, 'avg_ad_cost_ratio.202501': 0.100211, 'avg_refund_rate.202501': 0.017395}}, 'multi': False, 'upsert': False}}, {'index': 3, 'code': 28, 'errmsg': "Cannot create field '202502' in element {ad_click_rate: 0.003046}", 'op': {'q': {'cat_id': 'MLM1747'}, 'u': {'$set': {'ad_click_rate.202502': 0.002575, 'avg_cpc_usd.202502': 0.124231, 'avg_ad_cost_ratio.202502': 0.104714, 'avg_refund_rate.202502': 0.017886}}, 'multi': False, 'upsert': False}}, {'index': 4, 'code': 28, 'errmsg': "Cannot create field '202503' in element {ad_click_rate: 0.003046}", 'op': {'q': {'cat_id': 'MLM1747'}, 'u': {'$set': {'ad_click_rate.202503': 0.00275, 'avg_cpc_usd.202503': 0.128051, 'avg_ad_cost_ratio.202503': 0.110151, 'avg_refund_rate.202503': 0.018447}}, 'multi': False, 'upsert': False}}, {'index': 5, 'code': 28, 'errmsg': "Cannot create field '202504' in element {ad_click_rate: 0.003046}", 'op': {'q': {'cat_id': 'MLM1747'}, 'u': {'$set': {'ad_click_rate.202504': 0.002732, 'avg_cpc_usd.202504': 0.138546, 'avg_ad_cost_ratio.202504': 0.119097, 'avg_refund_rate.202504': 0.017384}}, 'multi': False, 'upsert': False}}, {'index': 6, 'code': 28, 'errmsg': "Cannot create field '202505' in element {ad_click_rate: 0.003046}", 'op': {'q': {'cat_id': 'MLM1747'}, 'u': {'$set': {'ad_click_rate.202505': 0.002752, 'avg_cpc_usd.202505': 0.147778, 'avg_ad_cost_ratio.202505': 0.121631, 'avg_refund_rate.202505': 0.017952}}, 'multi': False, 'upsert': False}}, {'index': 7, 'code': 28, 'errmsg': "Cannot create field '202506' in element {ad_click_rate: 0.003046}", 'op': {'q': {'cat_id': 'MLM1747'}, 'u': {'$set': {'ad_click_rate.202506': 0.002875, 'avg_cpc_usd.202506': 0.140999, 'avg_ad_cost_ratio.202506': 0.118065, 'avg_refund_rate.202506': 0.019526}}, 'multi': False, 'upsert': False}}, {'index': 8, 'code': 28, 'errmsg': "Cannot create field '202507' in element {ad_click_rate: 0.003046}", 'op': {'q': {'cat_id': 'MLM1747'}, 'u': {'$set': {'ad_click_rate.202507': 0.003273, 'avg_cpc_usd.202507': 0.147572, 'avg_ad_cost_ratio.202507': 0.119388, 'avg_refund_rate.202507': 0.017276}}, 'multi': False, 'upsert': False}}, {'index': 9, 'code': 28, 'errmsg': "Cannot create field '202508' in element {ad_click_rate: 0.003046}", 'op': {'q': {'cat_id': 'MLM1747'}, 'u': {'$set': {'ad_click_rate.202508': 0.00308, 'avg_cpc_usd.202508': 0.14809, 'avg_ad_cost_ratio.202508': 0.121618, 'avg_refund_rate.202508': 0.018696}}, 'multi': False, 'upsert': False}}, {'index': 10, 'code': 28, 'errmsg': "Cannot create field '202509' in element {ad_click_rate: 0.003046}", 'op': {'q': {'cat_id': 'MLM1747'}, 'u': {'$set': {'ad_click_rate.202509': 0.003154, 'avg_cpc_usd.202509': 0.158454, 'avg_ad_cost_ratio.202509': 0.129749, 'avg_refund_rate.202509': 0.017916}}, 'multi': False, 'upsert': False}}, {'index': 11, 'code': 28, 'errmsg': "Cannot create field '202510' in element {ad_click_rate: 0.003046}", 'op': {'q': {'cat_id': 'MLM1747'}, 'u': {'$set': {'ad_click_rate.202510': 0.003192, 'avg_cpc_usd.202510': 0.153402, 'avg_ad_cost_ratio.202510': 0.132486, 'avg_refund_rate.202510': 0.019368}}, 'multi': False, 'upsert': False}}, {'index': 12, 'code': 28, 'errmsg': "Cannot create field '202511' in element {ad_click_rate: 0.003046}", 'op': {'q': {'cat_id': 'MLM1747'}, 'u': {'$set': {'ad_click_rate.202511': 0.003046, 'avg_cpc_usd.202511': 0.152198, 'avg_ad_cost_ratio.202511': 0.124996, 'avg_refund_rate.202511': 0.020397}}, 'multi': False, 'upsert': False}}], 'writeConcernErrors': [], 'nInserted': 0, 'nUpserted': 0, 'nMatched': 0, 'nModified': 0, 'nRemoved': 0, 'upserted': []}
2026-01-15 16:57:40,536 | INFO | MainThread | job finished | success=0 failed=1
2026-01-15 17:09:57,589 | INFO | MainThread | job start | cats=1 | months=14 | workers=8
2026-01-15 17:09:58,881 | INFO | ThreadPoolExecutor-0_0 | cat_id=MLM1747 bulk_write success | matched=13 modified=13
2026-01-15 17:09:58,883 | INFO | MainThread | job finished | success=1 failed=0
2026-01-15 17:10:47,665 | INFO | MainThread | job start | cats=14193 | months=14 | workers=8
2026-01-15 17:10:48,356 | INFO | ThreadPoolExecutor-0_0 | cat_id=MLM1747 bulk_write success | matched=13 modified=0
2026-01-15 17:10:48,501 | INFO | ThreadPoolExecutor-0_2 | cat_id=MLM73299 bulk_write success | matched=13 modified=13
2026-01-15 17:10:48,671 | INFO | ThreadPoolExecutor-0_6 | cat_id=MLM5557 bulk_write success | matched=13 modified=13
2026-01-15 17:10:48,671 | INFO | ThreadPoolExecutor-0_7 | cat_id=MLM189047 bulk_write success | matched=13 modified=13
2026-01-15 17:10:48,699 | INFO | ThreadPoolExecutor-0_1 | cat_id=MLM92153 bulk_write success | matched=13 modified=13
2026-01-15 17:10:48,815 | INFO | ThreadPoolExecutor-0_4 | cat_id=MLM431106 bulk_write success | matched=13 modified=13
2026-01-15 17:10:48,815 | INFO | ThreadPoolExecutor-0_3 | cat_id=MLM189045 bulk_write success | matched=13 modified=13
2026-01-15 17:10:48,941 | INFO | ThreadPoolExecutor-0_5 | cat_id=MLM45864 bulk_write success | matched=13 modified=13
2026-01-15 17:10:48,959 | INFO | ThreadPoolExecutor-0_0 | cat_id=MLM92156 bulk_write success | matched=13 modified=13
2026-01-15 17:10:49,083 | INFO | ThreadPoolExecutor-0_2 | cat_id=MLM190004 bulk_write success | matched=13 modified=13
2026-01-15 17:10:49,251 | INFO | ThreadPoolExecutor-0_6 | cat_id=MLM437555 bulk_write success | matched=13 modified=13
2026-01-15 17:10:49,253 | INFO | ThreadPoolExecutor-0_1 | cat_id=MLM437507 bulk_write success | matched=13 modified=13
2026-01-15 17:10:49,299 | INFO | ThreadPoolExecutor-0_7 | cat_id=MLM429338 bulk_write success | matched=13 modified=13
2026-01-15 17:10:49,335 | INFO | ThreadPoolExecutor-0_3 | cat_id=MLM169716 bulk_write success | matched=13 modified=13
2026-01-15 17:10:49,377 | INFO | ThreadPoolExecutor-0_4 | cat_id=MLM45897 bulk_write success | matched=13 modified=13
2026-01-15 17:10:49,493 | INFO | ThreadPoolExecutor-0_5 | cat_id=MLM188938 bulk_write success | matched=13 modified=13
2026-01-15 17:10:49,504 | INFO | ThreadPoolExecutor-0_0 | cat_id=MLM437557 bulk_write success | matched=13 modified=13
2026-01-15 17:10:49,731 | INFO | ThreadPoolExecutor-0_2 | cat_id=MLM429404 bulk_write success | matched=13 modified=13
2026-01-15 17:10:49,953 | INFO | ThreadPoolExecutor-0_6 | cat_id=MLM92157 bulk_write success | matched=13 modified=13
2026-01-15 17:10:50,006 | INFO | ThreadPoolExecutor-0_1 | cat_id=MLM431883 bulk_write success | matched=13 modified=13
2026-01-15 17:10:50,036 | INFO | ThreadPoolExecutor-0_7 | cat_id=MLM437558 bulk_write success | matched=13 modified=13
2026-01-15 17:10:50,063 | INFO | ThreadPoolExecutor-0_3 | cat_id=MLM437552 bulk_write success | matched=13 modified=13
2026-01-15 17:10:50,066 | INFO | ThreadPoolExecutor-0_4 | cat_id=MLM437561 bulk_write success | matched=13 modified=13
2026-01-15 17:10:50,169 | INFO | ThreadPoolExecutor-0_0 | cat_id=MLM443874 bulk_write success | matched=13 modified=13
2026-01-15 17:10:50,204 | INFO | ThreadPoolExecutor-0_5 | cat_id=MLM431885 bulk_write success | matched=13 modified=13
2026-01-15 17:10:50,300 | INFO | ThreadPoolExecutor-0_2 | cat_id=MLM5810 bulk_write success | matched=13 modified=13
2026-01-15 17:10:50,548 | INFO | ThreadPoolExecutor-0_6 | cat_id=MLM165695 bulk_write success | matched=13 modified=13
2026-01-15 17:10:50,647 | INFO | ThreadPoolExecutor-0_1 | cat_id=MLM437509 bulk_write success | matched=13 modified=13
2026-01-15 17:10:50,683 | INFO | ThreadPoolExecutor-0_7 | cat_id=MLM92154 bulk_write success | matched=13 modified=13
2026-01-15 17:10:50,711 | INFO | ThreadPoolExecutor-0_3 | cat_id=MLM437510 bulk_write success | matched=13 modified=13
2026-01-15 17:10:50,737 | INFO | ThreadPoolExecutor-0_4 | cat_id=MLM437511 bulk_write success | matched=13 modified=13
2026-01-15 17:10:50,837 | INFO | ThreadPoolExecutor-0_0 | cat_id=MLM440309 bulk_write success | matched=13 modified=13
2026-01-15 17:10:50,874 | INFO | ThreadPoolExecutor-0_5 | cat_id=MLM45818 bulk_write success | matched=13 modified=13
2026-01-15 17:10:50,971 | INFO | ThreadPoolExecutor-0_2 | cat_id=MLM168351 bulk_write success | matched=13 modified=13
2026-01-15 17:10:51,156 | INFO | ThreadPoolExecutor-0_6 | cat_id=MLM73300 bulk_write success | matched=13 modified=13
2026-01-15 17:10:51,311 | INFO | ThreadPoolExecutor-0_1 | cat_id=MLM45819 bulk_write success | matched=13 modified=13
2026-01-15 17:10:51,355 | INFO | ThreadPoolExecutor-0_7 | cat_id=MLM168350 bulk_write success | matched=13 modified=13
2026-01-15 17:10:51,372 | INFO | ThreadPoolExecutor-0_3 | cat_id=MLM168347 bulk_write success | matched=13 modified=13
2026-01-15 17:10:51,446 | INFO | ThreadPoolExecutor-0_4 | cat_id=MLM22597 bulk_write success | matched=13 modified=13
2026-01-15 17:10:51,603 | INFO | ThreadPoolExecutor-0_0 | cat_id=MLM168449 bulk_write success | matched=13 modified=13
2026-01-15 17:10:51,614 | INFO | ThreadPoolExecutor-0_5 | cat_id=MLM437563 bulk_write success | matched=13 modified=13
2026-01-15 17:10:51,733 | INFO | ThreadPoolExecutor-0_2 | cat_id=MLM437562 bulk_write success | matched=13 modified=13
2026-01-15 17:10:51,866 | INFO | ThreadPoolExecutor-0_6 | cat_id=MLM431868 bulk_write success | matched=13 modified=13
2026-01-15 17:10:52,033 | INFO | ThreadPoolExecutor-0_1 | cat_id=MLM437571 bulk_write success | matched=13 modified=13
2026-01-15 17:10:52,084 | INFO | ThreadPoolExecutor-0_7 | cat_id=MLM437568 bulk_write success | matched=13 modified=13
2026-01-15 17:10:52,152 | INFO | ThreadPoolExecutor-0_3 | cat_id=MLM431875 bulk_write success | matched=13 modified=13
2026-01-15 17:10:52,171 | INFO | ThreadPoolExecutor-0_4 | cat_id=MLM437569 bulk_write success | matched=13 modified=13
2026-01-15 17:10:52,313 | INFO | ThreadPoolExecutor-0_5 | cat_id=MLM437565 bulk_write success | matched=13 modified=13
